coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
decent,11 Sep 2016,6 Nov 2016,56.0,580.0,6,telecommunications,31,24137000.0,24137000.0,1.0,0.024,N/A,26,30165,3.58,121,0.2,0.17,2.72,2.69,0.153,-0.388,0.024,0.006
