coin,start1,end1,duration1,age1,start3,end3,duration3,age3,start4,end4,duration4,age4,start5,end5,duration5,age5,country1,country2,country3,country5,industry1,industry2,industry4,team1,team2,team3,team4,team5,team6,raised1,raised2,raised4,raised5,hardcap1,hardcap2,hardcap4,hardcap5,hardcap6,success1,success2,success4,price1,price2,price4,price5,price6,telegram1,telegram2,telegram4,N_google_news,N_twitter,hype4,risk4,bazaar_rating6,ret_day1,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
zebi,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05 Mar 2018,31 Mar 2018,26.0,201.0,05 Mar 2018,31 Mar 2019,391.0,-164.0,singapore,india,N/A,singapore,N/A,blockchain service,computing&datastorage,16,1,N/A,16,7,N/A,10000000.0,8561100.0,8561000.0,10000000.0,N/A,8600000.0,8400000.0,333.00000000000006,N/A,N/A,1.0,1.02,N/A,0.0333,0.028,0.0333,N/A,12827,7134,N/A,0,17317,Medium,Medium,N/A,0.116,5412550,0.139,-0.106,-1.687,-1.74,0.148,1.442,-0.01,-0.009
