coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,hype,risk,bazaar-rate,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
zebi,05 Mar 2018,31 Mar 2018,26.0,201.0,7,blockchain,7,10000000.0,10000000.0,1.0,0.0333,12827,0,17317,Medium,Medium,N/A,2.48348,5412550,0.139,-0.106,-1.687,-1.74,0.148,1.442,-0.01,-0.009
