coin,start1,end1,duration1,age1,start3,end3,duration3,age3,start4,end4,duration4,age4,start5,end5,duration5,age5,country1,country2,country3,country5,industry1,industry2,industry4,team1,team2,team3,team4,team5,raised1,raised2,raised4,raised5,hardcap1,hardcap2,hardcap4,hardcap5,success1,success2,success4,price1,price2,price4,price5,telegram1,telegram2,telegram4,N_google_news,N_twitter,hype4,risk4,ret_day1,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
monsterbyte,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
coindash,17 Jul 2017,17 Aug 2017,31.0,301.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17July2017,17Aug2017,N/A,N/A,israel,N/A,N/A,israel,platform,N/A,N/A,9,N/A,N/A,N/A,9,7000000.0,N/A,N/A,7000000.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.5,N/A,N/A,N/A,N/A,N/A,2,0,549,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
district0xnetwork,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
rootproject,N/A,N/A,N/A,N/A,10 Apr 2018,13 Apr 2018,3.0,62.0,09 Jan 2018,07 Mar 2018,57.0,99.0,17Jan2018,,N/A,N/A,usa,N/A,usa,usa,cryptocurrency,N/A,investment,20,N/A,22,2,10,N/A,N/A,N/A,N/A,13000000.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4757,N/A,N/A,0,1259,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
trueflip,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,1.88,133868,-0.088,0.02,0.323,0.432,-0.114,-0.256,0.009,-0.017
geofounders,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
primalbase,27 Jun 2017,28 Jun 2017,1.0,351.0,26 Jun 2017,26 Jun 2017,0.0,353.0,N/A,N/A,N/A,N/A,27June2017,28June2017,N/A,N/A,netherlands,N/A,(datamissing),netherlands,business services,N/A,N/A,2,N/A,7,N/A,3,7600000.0,N/A,N/A,7600000.0,N/A,N/A,N/A,N/A,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,884,N/A,N/A,5415.44,452,0.16,0.054,0.853,0.951,0.104,0.304,0.003,0.004
eros,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
gilgam,20 Jun 2017,20 Jul 2017,30.0,329.0,20 Jun 2017,18 Jul 2017,28.0,331.0,N/A,N/A,N/A,N/A,20June2017,20July2017,N/A,N/A,malta,registered company: skiral inc.,(datamissing),malta,entertainment,blockchain service,N/A,7,N/A,6,N/A,8,23000011.0,686374.0,N/A,230000.0,N/A,60000000.0,N/A,N/A,0.01,0.01,N/A,0.45,0.44,N/A,N/A,N/A,588,N/A,0,2686,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
gilgam.es,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
sumerchain,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
bitquence,28 Jun 2017,16 Jul 2017,18.0,333.0,28 Jun 2017,16 Jul 2017,18.0,333.0,N/A,N/A,N/A,N/A,28June2017,16July2017,N/A,N/A,usa,N/A,(datamissing),usa,cryptocurrency,N/A,N/A,9,N/A,1,N/A,10,1680433.0,N/A,N/A,1680433.0,N/A,N/A,N/A,N/A,1.0,N/A,N/A,0.03,N/A,N/A,N/A,1668,N/A,N/A,0,347,N/A,N/A,3.1,8566770,-0.198,-1.574,-3.148,-2.943,-0.431,-3.533,-0.024,-0.023
pressone,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.783,169164,0.027,-0.143,-2.264,-2.135,1.353,11.206,0.002,0.015
orocrypt,N/A,N/A,N/A,N/A,14 Jun 2017,14 Jul 2017,30.0,335.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,panama,N/A,other,N/A,N/A,9,N/A,4,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,5512,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
fuck,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
tezos,1 Jul 2017,13 Jul 2017,12.0,336.0,01 Jul 2017,14 Jul 2017,13.0,335.0,N/A,N/A,N/A,N/A,01July2017,13July2017,N/A,N/A,usa,N/A,(datamissing),usa,banking,blockchain,N/A,16,N/A,0,N/A,N/A,232000000.0,N/A,N/A,232000000.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.47,0.47,N/A,N/A,N/A,N/A,369,0,10007,N/A,N/A,1.85,459394,0.04,0.143,2.273,2.489,0.182,0.991,0.008,-0.006
insurex,11 Jul 2017,13 Jul 2017,2.0,336.0,11 Jul 2017,13 Jul 2017,2.0,336.0,N/A,N/A,N/A,N/A,11July2017,13July2017,N/A,N/A,uk,N/A,"london,uk",uk,other,N/A,N/A,8,N/A,13,N/A,3,7104000.0,N/A,N/A,7104000.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.16,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.738,403962,0.006,0.05,0.1,0.269,0.254,1.539,-0.011,-0.012
nimiq,28 Jun 2017,8 Jul 2017,10.0,341.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28June2017,08July2017,N/A,N/A,sweden,N/A,N/A,sweden,cryptocurrency,N/A,N/A,12,N/A,N/A,N/A,13,10000000.0,N/A,N/A,10000000.0,N/A,N/A,N/A,N/A,1.0,N/A,N/A,1.4,N/A,N/A,N/A,N/A,N/A,N/A,0,900,N/A,N/A,0.85,1222,0.117,0.094,1.489,1.53,-0.292,0.322,0.01,-0.028
leviarcoin,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,963,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
onplace,10 Feb 2018,15 Mar 2018,33.0,91.0,N/A,N/A,N/A,N/A,01 Feb 2018,10 Feb 2018,9.0,124.0,01 Feb 2018,14 Feb 2018,13.0,120.0,usa,N/A,N/A,usa,cryptocurrency,N/A,investment,11,N/A,N/A,9,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,147,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
santiment,4 Jul 2017,5 Jul 2017,1.0,344.0,04 Jul 2017,05 Jul 2017,1.0,344.0,N/A,N/A,N/A,N/A,04July2017,05July2017,N/A,N/A,switzerland,N/A,switzerland,switzerland,banking,N/A,N/A,11,N/A,12,N/A,12,12215250.0,N/A,N/A,12215250.0,N/A,N/A,N/A,N/A,1.0,N/A,N/A,0.27,N/A,N/A,N/A,N/A,N/A,N/A,0,9015,N/A,N/A,0.317,4528390,-0.004,0.08,1.273,1.382,-0.115,-4.145,0.011,-0.02
openanx,22 Jun 2017,21 Jul 2017,29.0,328.0,22 Jun 2017,21 Jul 2017,29.0,328.0,N/A,N/A,N/A,N/A,22June2017,21July2017,N/A,N/A,china,N/A,hongkong,china,banking,N/A,N/A,28,N/A,10,N/A,N/A,18756937.0,N/A,N/A,18756937.0,N/A,N/A,N/A,N/A,0.83,N/A,N/A,0.45,N/A,N/A,N/A,N/A,N/A,N/A,0,12347,N/A,N/A,0.698,2865510,-0.153,-1.217,-2.434,-2.17,0.283,1.774,-0.017,-0.018
rialto,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.078,51162,0.265,0.194,3.075,3.144,-0.157,0.842,0.012,-0.007
crypviser,20 May 2017,30 Jun 2017,41.0,349.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20May2017,30June2017,N/A,N/A,russia,N/A,N/A,russia,software,N/A,N/A,5,N/A,N/A,N/A,6,4025989.0,N/A,N/A,4025989.0,N/A,N/A,N/A,N/A,0.54,N/A,N/A,1.0,N/A,N/A,N/A,2242,N/A,N/A,0,10313,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
rialto.ai,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
encryptotel,24 Apr 2017,31 May 2017,37.0,379.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24 Apr 2017,31 May 2017,37.0,379.0,russia,N/A,N/A,russia,software,N/A,N/A,2,N/A,N/A,N/A,3,44292128.0,N/A,N/A,4429212.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,356,N/A,N/A,0,215,N/A,N/A,0.367,2253,0.076,0.072,1.143,1.197,0.18,3.417,0.081,0.088
dcorp,N/A,N/A,N/A,N/A,01 Jun 2017,29 Jun 2017,28.0,350.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,(datamissing),N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,1.46,199375,-0.09,0.134,2.122,2.199,0.213,-0.077,0.01,0.033
air,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,data service,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7072410.0,N/A,N/A,N/A,9400000.0,N/A,N/A,N/A,0.75,N/A,N/A,0.0471,N/A,N/A,N/A,4270,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21million,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
silvercoin,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
idice,12 Jun 2017,26 Jun 2017,14.0,353.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12June2017,26June2017,N/A,N/A,N/A,N/A,N/A,N/A,casino & ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2500000.0,N/A,N/A,2500000.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,1.19,3644,0.114,0.076,1.211,1.252,-0.487,12.388,0.09,0.033
octanox,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,entertainment,N/A,N/A,4,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,844,0,N/A,N/A,N/A,0.086,33929,0.202,0.121,1.929,1.985,-0.432,-2.695,0.026,-0.002
nvo,23 May 2017,27 Jun 2017,35.0,352.0,N/A,N/A,N/A,N/A,23 May 2017,27 Jun 2017,35.0,352.0,23May2017,27June2017,N/A,N/A,N/A,N/A,N/A,N/A,platform,N/A,financialservices,2,N/A,N/A,4,4,7790556.0,N/A,N/A,5500000.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.52,N/A,N/A,N/A,N/A,N/A,N/A,0,2700,N/A,N/A,0.438,1831,0.142,0.085,1.356,1.433,-0.415,-6.562,0.026,-0.005
masknetwork,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
footballcoin,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
internetofcoins,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
bidlend,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
superdao,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,nigeria,N/A,N/A,nigeria,other,N/A,N/A,2,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
aira,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
embermine,5 May 2017,2 Jun 2017,28.0,377.0,05 May 2017,02 Jun 2017,28.0,377.0,N/A,N/A,N/A,N/A,05May2017,02June2017,N/A,N/A,usa,N/A,usa,usa,platform,N/A,N/A,3,N/A,4,N/A,4,80000.0,N/A,N/A,80000.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.04,N/A,N/A,N/A,1052,N/A,N/A,0,347,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
adel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
basicattentiontoken,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
exscudo,25 Apr 2017,31 May 2017,36.0,379.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25 Apr 2017,31 May 2017,36.0,379.0,estonia,N/A,N/A,estonia,platform,N/A,N/A,11,N/A,N/A,N/A,9,5389491.0,N/A,N/A,5389491.0,2352866.12,N/A,N/A,N/A,2.29,N/A,N/A,0.44,N/A,N/A,N/A,N/A,N/A,N/A,0,9209,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
mysteriumnetwork,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
e4row,2 May 2017,23 May 2017,21.0,387.0,02 May 2017,23 May 2017,21.0,387.0,N/A,N/A,N/A,N/A,02 May 2017,23 May 2017,21.0,387.0,israel,N/A,(datamissing),israel,platform,N/A,N/A,N/A,N/A,1,N/A,1,40000032.0,N/A,N/A,400000.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
vivacoin,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
bitcoingrowthfund,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
legendsroom,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
nexxus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.006,15769,0.17,0.184,2.919,2.947,0.127,-26.652,0.157,0.311
quantumresistantledger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
creativechain,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
apptrade,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
backtoearth,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iex.ec,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
