coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
escroco,30 Oct 2017,28 Nov 2017,29.0,187.0,12,fintech,N/A,N/A,N/A,N/A,0.1,N/A,0,N/A,30.9,515908,0.18,0.03,0.49,0.46,-0.122,4.681,0.018,0.02
