coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
nebulas,8 Dec 2017,16 Dec 2017,8.0,169.0,1,saas,19,60000000.0,60000000.0,1.0,2.0,12065,2,22489,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
