70 Feb 28, 2018 0.03 0.03 0.03 0.03 668374.0 123605000.0
71 Mar 01, 2018 0.03 0.03 0.03 0.03 808557.0 118724000.0
72 Mar 02, 2018 0.03 0.03 0.03 0.03 695702.0 123900000.0
73 Mar 03, 2018 0.03 0.03 0.03 0.03 554112.0 122950000.0
74 Mar 04, 2018 0.03 0.03 0.03 0.03 408677.0 124589000.0
75 Mar 05, 2018 0.03 0.03 0.03 0.03 651048.0 113875000.0
76 Mar 06, 2018 0.03 0.03 0.03 0.03 938391.0 120019000.0
77 Mar 07, 2018 0.03 0.03 0.02 0.02 626274.0 106001000.0
78 Mar 08, 2018 0.02 0.02 0.02 0.02 482544.0 90270400.0
79 Mar 09, 2018 0.02 0.02 0.01 0.02 857471.0 77224200.0
80 Mar 10, 2018 0.02 0.02 0.01 0.02 117287.0 70068400.0
81 Mar 11, 2018 0.02 0.02 0.01 0.02 158047.0 70076800.0
82 Mar 12, 2018 0.02 0.03 0.02 0.03 41869700.0 74545700.0
83 Mar 13, 2018 0.03 0.03 0.02 0.03 19888600.0 112684000.0
84 Mar 14, 2018 0.03 0.03 0.02 0.02 11994100.0 105671000.0
85 Mar 15, 2018 0.02 0.02 0.02 0.02 7723850.0 81495700.0
86 Mar 16, 2018 0.02 0.02 0.02 0.02 13400500.0 78575900.0
87 Mar 17, 2018 0.02 0.02 0.02 0.02 8558890.0 86197700.0
88 Mar 18, 2018 0.02 0.02 0.01 0.02 5762950.0 78352700.0
89 Mar 19, 2018 0.02 0.02 0.02 0.02 6159320.0 76296600.0
90 Mar 20, 2018 0.02 0.02 0.02 0.02 5260760.0 78962400.0
91 Mar 21, 2018 0.02 0.03 0.02 0.03 37226000.0 79032500.0
92 Mar 22, 2018 0.03 0.03 0.02 0.03 25148000.0 108695000.0
93 Mar 23, 2018 0.03 0.08 0.02 0.07 1831430000.0 102470000.0
94 Mar 24, 2018 0.08 0.08 0.05 0.05 1116290000.0 310890000.0
95 Mar 25, 2018 0.05 0.06 0.05 0.05 552410000.0 221473000.0
96 Mar 26, 2018 0.05 0.05 0.04 0.04 431745000.0 222056000.0
97 Mar 27, 2018 0.04 0.04 0.04 0.04 438486000.0 187664000.0
