coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
mobilego,25 Apr 2017,25 May 2017,30.0,383.0,1,saas,8,53000000.0,N/A,N/A,0.76,2569,6,315,2.54,187166,-0.05,-0.01,-0.2,-0.25,-0.14,-1.64,0.0,0.002
