coin,0
eos,2
tron,1
iota,3
neo,2
qtum,1
omisego,1
icon,1
zilliqa,2
aeternity,1
0x,4
bytom,1
populous,1
wanchain,1
augur,1
golem,1
status,3
aion,0
digixdao,1
loopring,1
komodo,1
nebulas,1
ark,1
dentacoin,6
cryptonex,0
bancor,10
fusion,4
elastos,2
cybermiles,5
veritaseum,1
substratum,2
dragonchain,8
holo,4
storm,1
kin,1
electroneum,1
gifto,4
power ledger,3
revain,1
bnktothefuture,4
dropil,1
monaco,4
quantstamp,1
request network,1
neblio,1
tenx,3
decentraland,1
civic,6
storj,1
aragon,1
bottos,1
iconomi,2
nexo,1
particl,1
enjin coin,1
cindicator,5
time new bank,0
dent,1
arcblock,5
gnosis,2
sonm,9
credits,6
sophiatx,2
poa network,1
ignis,2
smartmesh,1
bluzelle,4
metal,0
medibloc,2
singularitynet,2
boscoin,5
apex,1
crypterium,10
jibrel network,5
thekey,2
lympo,3
tokenpay,1
ambrosus,5
zebi,2
origintrail,5
crypto20,1
genesis vision,8
cube,0
red pulse,2
ethlend,4
pillar,1
telcoin,2
adex,2
airswap,3
blockv,1
bread,2
babb,2
paypie,1
edgeless,1
banca,1
eidoo,3
singulardtv,1
decentbet,1
district0x,1
havven,8
datx,1
wagerr,1
utrust,9
wepower,4
wings,1
tierion,1
appcoins,3
wabi,2
modum,1
naga,10
zeepin,1
datawallet,1
tokenomy,1
odyssey,1
storiqa,1
tokencard,1
decent,7
presearch,2
mobilego,2
qlink,1
bitrent,1
lunyr,1
cobinhood,7
melon,1
taas,4
docademic,1
datum,4
yoyow,1
odem,1
universa,8
etherparty,6
refereum,3
viberate,7
legolas exchange,2
humaniq,10
lamden,1
firstblood,1
coss,2
cofound.it,1
suncontract,1
sentinel chain,1
medicalchain,3
bloom,3
propy,3
stox,6
bankex,4
synereo,1
adtoken,1
stk,3
daostack,9
everex,2
mothership,1
coinpoker,8
aeron,1
unibright,0
alphacat,0
karma,1
peerplays,1
uptoken,1
dmarket,3
agrello,1
monetha,1
incent,1
matchpool,1
wetrust,1
blocktix,1
indahash,9
envion,5
blackmoon,1
dadi,1
dimcoin,8
polybius,5
carvertical,3
selfkey,1
aphelion,1
covesting,9
blockport,1
cappasity,7
te-food,1
divi,1
latoken,1
hacken,3
sharder,1
bitclave,6
nper,1
remme,2
zap,1
nebula ai,1
sureremit,1
polyswarm,7
smartlands,1
domraider,2
matryx,1
b2bx,7
rentberry,9
