coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,N_daily_views,N_daily_time,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
rise,N/A,N/A,N/A,N/A,12,blockchain,23,N/A,120000000.0,N/A,1.0,1188,17,N/A,N/A,N/A,-0.99192,42224,0.183,0.028,0.451,0.407,-0.055,-1.016,0.016,0.014
