coin,start1,end1,duration1,age1,start3,end3,duration3,age3,start4,end4,duration4,age4,start5,end5,duration5,age5,country1,country2,country3,country5,industry1,industry2,industry4,team1,team2,team3,team4,team5,team6,raised1,raised2,raised4,raised5,hardcap1,hardcap2,hardcap4,hardcap5,hardcap6,success1,success2,success4,price1,price2,price4,price5,price6,telegram1,telegram2,telegram4,N_google_news,N_twitter,hype4,risk4,bazaar_rating6,ret_day1,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
rise,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,blockchaininfrastructure,N/A,N/A,N/A,23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,120000000.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.0,N/A,N/A,1188,N/A,12915,17,N/A,Low,VeryHigh,N/A,0.008,42224,0.183,0.028,0.451,0.407,-0.055,-1.016,0.016,0.014
