coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,N_daily_views,N_daily_time,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
aergo,13 Sep 2018,07 Oct 2018,24.0,53.0,3,blockchain,15,30000000.0,30000000.0,1.0,0.2,33599,0,N/A,2.5,237.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
