coin,start1,end1,duration1,age1,start3,end3,duration3,age3,start4,end4,duration4,age4,start5,end5,duration5,age5,country1,country2,country3,country5,industry1,industry2,industry4,team1,team2,team3,team4,team5,team6,raised1,raised2,raised4,raised5,hardcap1,hardcap2,hardcap4,hardcap5,hardcap6,success1,success2,success4,price1,price2,price4,price5,price6,telegram1,telegram2,telegram4,N_google_news,N_twitter,hype4,risk4,bazaar_rating6,ret_day1,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
aergo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13 Sep 2018,07 Oct 2018,24.0,53.0,13 Sep 2018,07 Oct 2018,24.0,53.0,china,N/A,N/A,china,N/A,blockchain,blockchaininfrastructure,24,N/A,N/A,-2,15,34,N/A,30000000.0,29000000.0,N/A,N/A,30000000.0,32000000.0,N/A,32000000.0,N/A,1.0,0.91,N/A,N/A,0.2,N/A,N/A,33599,9957,33599,0,N/A,High,Medium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
