['bytus', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', '01 Sep 2019', '01 Oct 2019', 30.0, -172.0, '01 Sep 2018', '01 Oct 2019', 395.0, -172.0, 'usa&nofilter', 'N/A', 'N/A', 'usa', 'N/A', 'N/A', 'blockchaininfrastructure', 12, 'N/A', 'N/A', 'N/A', 9, 40, 'N/A', 'N/A', 'N/A', 'N/A', 5300000.0, 'N/A', 23450000.0, 5300000.0, 5300000.0, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 0.67, 0.59, 0.67, 1183, 'N/A', 'N/A', 0, 1321, 3.5, 303.0, 'Low', 'High', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']
['natee', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', '30 Jul 2019', '28 Sep 2019', 60.0, -169.0, '30 Jul 2019', '28 Sep 2019', 60.0, -169.0, 'singapore&nofilter', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'computing&datastorage', 15, 'N/A', 'N/A', 'N/A', 8, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 21800000.0, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 0.36, 1183, 'N/A', 2273, 0, 206, 3.5, 303.0, 'Low', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']
['bitzon', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', '15 Jul 2019', '15 Oct 2019', 92.0, -186.0, '15 Jul 2019', '15 Oct 2019', 92.0, -186.0, 'canada&nofilter', 'N/A', 'N/A', 'canada', 'N/A', 'N/A', 'blockchaininfrastructure', 7, 'N/A', 'N/A', 7, 6, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 15000000.0, 'N/A', 15000000.0, 15000000.0, 15000000.0, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 0.35, 0.35, 0.055, 1183, 'N/A', 'N/A', 0, 'N/A', 3.5, 303.0, 'Low', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']
['coinxes', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', '01 Jun 2019', '31 Aug 2019', 91.0, -141.0, '01 Jun 2019', '31 Aug 2019', 91.0, -141.0, 'uk&nofilter', 'N/A', 'N/A', 'uk', 'N/A', 'N/A', 'blockchaininfrastructure', 20, 'N/A', 'N/A', 14, 10, 22, 'N/A', 'N/A', 'N/A', 'N/A', 21600000.0, 'N/A', 21600000.0, 21600000.0, 21600000.0, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 0.2, 0.2, 0.2, 1183, 'N/A', 22143, 0, 'N/A', 3.5, 303.0, 'Low', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']
['gemstra', 'N/A', 'N/A', 'N/A', 'N/A', '15 Apr 2019', '30 Jun 2019', 76.0, -79.0, 'N/A', 'N/A', 'N/A', 'N/A', '31 May 2019', '30 Jun 2019', 30.0, -79.0, 'cayman islands&nofilter', 'N/A', 'usa', 'caymanislands', 'N/A', 'N/A', 'N/A', 16, 'N/A', 6, 'N/A', 5, 22, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 6574400.0, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 1183, 'N/A', 'N/A', 0, 4484, 3.5, 303.0, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']
['databloc', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', '16 May 2019', '16 Jun 2019', 31.0, -65.0, '16 May 2019', '16 Jun 2019', 31.0, -65.0, 'usa&nofilter', 'N/A', 'N/A', 'usa', 'N/A', 'N/A', 'computing&datastorage', 13, 'N/A', 'N/A', 'N/A', 13, 19, 'N/A', 'N/A', 'N/A', 'N/A', 100000000.0, 'N/A', 100000000.0, 100000000.0, 100000000.0, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 0.5, 0.5, 0.5, 1183, 'N/A', 1614, 0, 631, 3.5, 303.0, 'Low', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']
['zimrii', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', '13 May 2019', '31 May 2019', 18.0, -49.0, '01 Feb 2019', '15 Feb 2019', 14.0, 56.0, 'australia&nofilter', 'N/A', 'N/A', 'australia', 'N/A', 'N/A', 'blockchaininfrastructure', 16, 'N/A', 'N/A', 'N/A', 10, 19, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 8000000.0, 'N/A', 20000000.0, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 0.1, 0.15, 0.1, 1183, 'N/A', 2231, 0, 1952, 3.5, 303.0, 'Low', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']
['angrytoken', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', '30 Apr 2019', '30 May 2019', 30.0, -48.0, '10 Oct 2018', '03 Mar 2019', 144.0, 40.0, 'usa&nofilter', 'N/A', 'N/A', 'usa', 'N/A', 'N/A', 'blockchaininfrastructure', 11, 'N/A', 'N/A', 'N/A', 13, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 37800000.0, 'N/A', 3000000.0, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 0.525, 'N/A', 0.25, 1183, 'N/A', 256, 0, 164, 3.5, 303.0, 'VeryLow', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']
['transcendence', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', '22 Apr 2019', '22 May 2019', 30.0, -40.0, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'blockchaininfrastructure', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 80200000.0, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 0.5, 'N/A', 'N/A', 1183, 'N/A', 215, 0, 'N/A', 'N/A', 'N/A', 'Low', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']
['ojooo', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', '17 Apr 2019', '07 May 2019', 20.0, -25.0, 'N/A', 'N/A', 'N/A', 'N/A', 'germany&nofilter', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'blockchaininfrastructure', 21, 'N/A', 'N/A', 5, 'N/A', 'N/A', 7500000.0, 'N/A', 'N/A', 'N/A', 8928571.4, 'N/A', 24798749.990000002, 'N/A', 'N/A', 0.84, 'N/A', 'N/A', 'N/A', 'N/A', 0.07, 'N/A', 'N/A', 1183, 'N/A', 119, 0, 3853, 3.5, 303.0, 'High', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']
['housecoin', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', '15 Apr 2019', '15 Jun 2019', 61.0, -64.0, '15 Jan 2019', '15 Apr 2019', 90.0, -3.0, 'uk&nofilter', 'N/A', 'N/A', 'uk', 'N/A', 'N/A', 'blockchaininfrastructure', 5, 'N/A', 'N/A', 'N/A', 6, 18, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 3660000.0, 'N/A', 4930800.0, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 0.122, 'N/A', 'N/A', 1183, 'N/A', 14610, 0, 4, 3.5, 303.0, 'Low', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']
['bitvalve', 'N/A', 'N/A', 'N/A', 'N/A', '01 Mar 2019', '17 Apr 2019', 47.0, -5.0, '15 Apr 2019', '15 Jul 2019', 91.0, -94.0, '15 Apr 2019', '15 Jul 2019', 91.0, -94.0, 'cyprus&nofilter', 'N/A', 'cyprus', 'cyprus', 'N/A', 'N/A', 'blockchaininfrastructure', 9, 'N/A', 9, 7, 8, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 2800000.0, 'N/A', 2800000.0, 2800000.0, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 0.2, 0.2, 'N/A', 1183, 'N/A', 13505, 0, 4334, 3.5, 303.0, 'Low', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']
['membrana', 'N/A', 'N/A', 'N/A', 'N/A', '10 Apr 2019', '10 May 2019', 30.0, -28.0, 'N/A', 'N/A', 'N/A', 'N/A', '10 Apr 2019', '10 May 2019', 30.0, -28.0, 'cayman islands&nofilter', 'N/A', 'caymanislands', 'caymanislands', 'N/A', 'N/A', 'N/A', 24, 'N/A', 12, 'N/A', 13, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 8000000.0, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 0.02, 'N/A', 1183, 'N/A', 'N/A', 0, 11642, 3.5, 303.0, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']
['weave', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', '02 Apr 2019', '31 Jul 2019', 120.0, -110.0, '02 Apr 2019', '31 Jul 2019', 120.0, -110.0, 'malta&nofilter', 'N/A', 'N/A', 'malta', 'N/A', 'N/A', 'blockchaininfrastructure', 13, 'N/A', 'N/A', 'N/A', 11, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 30000000.0, 'N/A', 30000000.0, 30000000.0, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 0.1, 0.1, 'N/A', 1183, 'N/A', 'N/A', 0, 11254, 3.5, 303.0, 'Low', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']
['fieldcoin', 'N/A', 'N/A', 'N/A', 'N/A', '02 Apr 2019', '02 Oct 2019', 183.0, -173.0, 'N/A', 'N/A', 'N/A', 'N/A', '02 Apr 2019', '02 Oct 2019', 183.0, -173.0, 'uk&nofilter', 'N/A', 'unitedkingdom', 'uk', 'N/A', 'N/A', 'N/A', 23, 'N/A', 22, 'N/A', 13, 35, 'N/A', 'N/A', 'N/A', 'N/A', 31000000.0, 'N/A', 'N/A', 31000000.0, 31000000.0, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 0.05, 0.05, 1183, 'N/A', 'N/A', 0, 2802, 3.5, 303.0, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']
['foodnation', 'N/A', 'N/A', 'N/A', 'N/A', '01 Mar 2019', '31 May 2019', 91.0, -49.0, '01 Apr 2019', '30 Jun 2019', 90.0, -79.0, '01 Apr 2019', '30 Jun 2019', 90.0, -79.0, 'estonia&nofilter', 'N/A', 'estonia', 'germany', 'N/A', 'N/A', 'blockchaininfrastructure', 4, 'N/A', 6, 'N/A', 4, 8, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 25000000.0, 12000000.0, 12000000.0, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 0.1, 0.5, 0.05, 1183, 'N/A', 1045, 0, 449, 3.5, 303.0, 'Low', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']
['biogen', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', '01 Apr 2019', '30 Sep 2019', 182.0, -171.0, '01 Apr 2019', '30 Sep 2019', 182.0, -171.0, 'ireland&nofilter', 'N/A', 'N/A', 'ireland', 'N/A', 'N/A', 'blockchaininfrastructure', 14, 'N/A', 'N/A', 12, 8, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 400000000.0, 'N/A', 400000000.0, 400000000.0, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 0.064, 'N/A', 'N/A', 1183, 'N/A', 'N/A', 0, 895, 3.5, 303.0, 'Low', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']
['imusify', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', '01 Apr 2019', '30 Apr 2019', 29.0, -18.0, '01 Apr 2019', '30 Apr 2019', 29.0, -18.0, 'estonia&nofilter', 'registered company: estonia', 'N/A', 'estonia', 'N/A', 'media', 'blockchaininfrastructure', 28, 'N/A', 'N/A', 20, 21, 9, 'N/A', 'N/A', 'N/A', 'N/A', 25000000.0, 'N/A', 25000000.0, 'N/A', 25000000.0, 'N/A', 'N/A', 'N/A', 'N/A', 0.05, 0.05, 0.05, 0.05, 1183, 68324, 68324, 0, 13793, 3.5, 303.0, 'High', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']
['synapsecoin', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', '01 Apr 2019', '31 May 2019', 60.0, -49.0, '01 Apr 2019', '15 May 2019', 44.0, -33.0, 'peru&nofilter', 'N/A', 'N/A', 'peru', 'N/A', 'N/A', 'financialservices', 15, 'N/A', 'N/A', 'N/A', 10, 'N/A', 42000.0, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 26000000.0, 26000000.0, 'N/A', 0.0, 'N/A', 'N/A', 'N/A', 'N/A', 0.2, 0.05, 'N/A', 1183, 'N/A', 1926, 0, 1984, 3.5, 303.0, 'Low', 'High', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']
['masschain', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', '01 Apr 2019', '01 May 2019', 30.0, -19.0, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'blockchaininfrastructure', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 50000000.0, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 0.05, 'N/A', 'N/A', 1183, 'N/A', 'N/A', 0, 9659, 'N/A', 'N/A', 'Low', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']
['spectrium', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', '01 Apr 2019', '01 May 2019', 30.0, -19.0, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'blockchaininfrastructure', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 13, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 36000000.0, 'N/A', 36000000.0, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 0.04, 'N/A', 0.04, 1183, 'N/A', 21, 0, 'N/A', 'N/A', 'N/A', 'Low', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']
['telescopia', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', '01 Apr 2019', '01 Jun 2019', 61.0, -50.0, '01 Apr 2019', '01 Jun 2019', 61.0, -50.0, 'egypt&nofilter', 'N/A', 'N/A', 'egypt', 'N/A', 'N/A', 'blockchaininfrastructure', 13, 'N/A', 'N/A', 'N/A', 5, 7, 'N/A', 'N/A', 'N/A', 'N/A', 29600000.0, 'N/A', 29600000.0, 29600000.0, 29600000.0, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 0.48, 0.48, 0.19, 1183, 'N/A', 'N/A', 0, 434, 3.5, 303.0, 'Low', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']
['wise', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', '01 Apr 2019', '30 Sep 2019', 182.0, -171.0, '19 Jul 2019', '30 Sep 2019', 73.0, -171.0, 'costa rica&nofilter', 'N/A', 'N/A', 'costarica', 'N/A', 'N/A', 'blockchaininfrastructure', 9, 'N/A', 'N/A', 10, 5, 13, 'N/A', 'N/A', 'N/A', 'N/A', 40000000.0, 'N/A', 60000000.0, 40000000.0, 40000000.0, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 10.0, 10.0, 10.0, 1183, 'N/A', 7181, 0, 675, 3.5, 303.0, 'Low', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']
['securecryptopayments', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', '01 Apr 2019', '01 Jun 2019', 61.0, -50.0, '01 Apr 2019', '01 Jun 2019', 61.0, -50.0, 'estonia&nofilter', 'N/A', 'N/A', 'estonia', 'N/A', 'N/A', 'blockchaininfrastructure', 13, 'N/A', 'N/A', 13, 9, 9, 12000000.0, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 19887560.0, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 1183, 'N/A', 'N/A', 0, 1094, 3.5, 303.0, 'Low', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']
['combox', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', '01 Apr 2019', '31 Jul 2019', 121.0, -110.0, 'N/A', 'N/A', 'N/A', 'N/A', 'russia&nofilter', 'N/A', 'N/A', 'russia', 'N/A', 'N/A', 'blockchaininfrastructure', 13, 'N/A', 'N/A', 12, 15, 22, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 45000000.0, 45000000.0, 45000000.0, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 0.44, 'N/A', 'N/A', 1183, 'N/A', 407, 0, 3839, 3.5, 303.0, 'Low', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']
['iotw', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', '31 Mar 2019', '12 May 2019', 42.0, -30.0, '', '31Mar2019', 'N/A', 'N/A', 'hong kong&nofilter', 'N/A', 'N/A', 'hongkong', 'N/A', 'N/A', 'blockchaininfrastructure', 13, 'N/A', 'N/A', 2, 5, 11, 'N/A', 'N/A', 3400000.0, 'N/A', 20000000.0, 'N/A', 20000000.0, 20000000.0, 20000000.0, 'N/A', 'N/A', 0.17, 'N/A', 'N/A', 0.055, 0.055, 0.055, 1183, 'N/A', 5371, 0, 1333, 3.5, 303.0, 'Medium', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']
['wowx', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', '31 Mar 2019', '30 Jun 2019', 91.0, -79.0, '31 Mar 2019', '30 Jun 2019', 91.0, -79.0, 'singapore&nofilter', 'N/A', 'N/A', 'singapore', 'N/A', 'N/A', 'blockchaininfrastructure', 4, 'N/A', 'N/A', 'N/A', 6, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 29595238.0, 'N/A', 29595200.0, 29595238.0, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 1.0, 1.0, 'N/A', 1183, 'N/A', 'N/A', 0, 302, 3.5, 303.0, 'Low', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']
['zerobank', '31 Mar 2019', '31 Mar 2019', 0.0, 12.0, '31 Jul 2018', '25 Aug 2018', 25.0, 230.0, '31 Mar 2019', '02 Apr 2019', 2.0, 10.0, '01 Aug 2018', '25 Aug 2018', 24.0, 230.0, 'singapore&nofilter', 'N/A', 'singapore', 'singapore', 'N/A', 'N/A', 'financialservices', 19, 'N/A', 17, 14, 12, 30, 'N/A', 'N/A', 'N/A', 'N/A', 48000000.0, 'N/A', 4500000.0, 48000000.0, 48000000.0, 'N/A', 'N/A', 'N/A', 0.075, 'N/A', 0.075, 0.075, 0.0075, 1183, 'N/A', 21772, 0, 13880, 3.5, 303.0, 'High', 'Medium', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']
['aassio', 'N/A', 'N/A', 'N/A', 'N/A', '01 Mar 2019', '30 Apr 2019', 60.0, -18.0, '31 Mar 2019', '30 Apr 2019', 30.0, -18.0, '01 Mar 2019', '30 Apr 2019', 60.0, -18.0, 'hong kong&nofilter', 'N/A', 'germany|hongkong', 'hongkong', 'N/A', 'N/A', 'blockchaininfrastructure', 13, 'N/A', 11, 'N/A', 9, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 10000000.0, 'N/A', 49000000.0, 10000000.0, 10000000.0, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 0.1, 0.1, 0.1, 1183, 'N/A', 132, 0, 227, 3.5, 303.0, 'Low', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']
['viaz', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', '30 Mar 2019', '30 Sep 2019', 184.0, -171.0, 'N/A', 'N/A', 'N/A', 'N/A', 'cayman islands&nofilter', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'blockchaininfrastructure', 11, 'N/A', 'N/A', 10, 'N/A', 15, 'N/A', 'N/A', 'N/A', 'N/A', 30000000.0, 'N/A', 30000000.0, 'N/A', 30000000.0, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 0.0652, 1183, 'N/A', 'N/A', 0, 581, 3.5, 303.0, 'Low', 'N/A', 0.7, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']
['stattm', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', '28 Mar 2019', '11 May 2019', 44.0, -29.0, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'financialservices', 'N/A', 'N/A', 'N/A', 3, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 6660000.0, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 0.111, 'N/A', 'N/A', 1183, 'N/A', 1484, 0, 'N/A', 'N/A', 'N/A', 'Low', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']
['honeypod', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', '25 Mar 2019', '22 Apr 2019', 28.0, -10.0, 'usa&nofilter', 'N/A', 'N/A', 'usa', 'N/A', 'N/A', 'N/A', 8, 'N/A', 'N/A', 'N/A', 3, 10, 'N/A', 'N/A', 'N/A', 'N/A', 10000000.0, 'N/A', 'N/A', 10000000.0, 2000000.0, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 0.05, 0.005, 1183, 'N/A', 'N/A', 0, 461, 3.5, 303.0, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']
['airwallet', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', '21 Mar 2019', '14 Jun 2019', 85.0, -63.0, 'singapore&nofilter', 'N/A', 'N/A', 'singapore', 'N/A', 'N/A', 'N/A', 14, 'N/A', 'N/A', 'N/A', 11, 'N/A', 20000.0, 'N/A', 'N/A', 200000.0, 1000000.0, 'N/A', 'N/A', 1200000.0, 1200000.0, 0.02, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 0.001, 0.006, 1183, 'N/A', 'N/A', 0, 'N/A', 3.5, 303.0, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']
['azultec', 'N/A', 'N/A', 'N/A', 'N/A', '05 Mar 2019', '20 Oct 2019', 229.0, -191.0, '20 Mar 2019', '20 Oct 2019', 214.0, -191.0, '15 Jan 2019', '01 Sep 2019', 229.0, -142.0, 'germany&nofilter', 'N/A', 'germany', 'germany', 'N/A', 'N/A', 'blockchaininfrastructure', 6, 'N/A', 8, 7, 8, 12, 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 0.024, 0.024, 0.0024, 1183, 'N/A', 'N/A', 0, 2645, 3.5, 303.0, 'Low', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']
