name,age,price,hardcap,social,daily_views,daily_time,success
ternio,161.0,0.1,42857143.0,17722,1.5,139.0,0
genexi,74.0,0.01,69811321.0,33199,2.0,156.0,1
involve,81.0,0.0048,13888889.0,2463,1.0,81.0,0
cardstack,146.0,0.017,35000000.0,12800,1.7,83.0,1
rightmesh,176.0,1.0,30000000.0,5772,1.9,189.0,1
insureum,146.0,0.1,20000000.0,6267,1.0,90.0,1
hpq,84.0,2.5,13639800.0,136,1.0,135.0,0
hydrominer,7.0,3.33,73892700.0,2497,3.0,184.0,0
pchain,179.0,0.0533,26674000.0,74478,2.5,187.0,1
nagricoin,83.0,0.1,21475000.0,12455,1.6,214.0,0
plair,168.0,0.001,30136986.0,5030,2.0,137.0,1
tv-two,122.0,0.035,11917808.0,5451,1.4,176.0,1
xriba,139.0,0.3,19384615.0,3356,1.3,72.0,1
hybridblock,170.0,0.3,49822917.0,23437,1.2,110.0,1
sweetbridge,8.0,3.99,66103296.0,2802,2.0,147.0,0
utrum,142.0,0.12,5026296.0,5661,1.7,389.0,0
vexanium,148.0,0.029,12163333.0,29728,2.0,133.0,1
mvlchain,183.0,0.0024,21428571.0,15068,2.0,148.0,0
bityond,69.0,0.0023,278333.0,99,2.0,99.0,0
orsgroup,181.0,0.061,30434783.0,2494,2.0,88.0,0
cubomania,56.0,0.0347,7962800.0,9864,1.0,116.0,0
likecoin,186.0,0.017,8727220.0,14173,3.2,188.0,1
emmares,54.0,0.12,8155172.0,7035,2.2,178.0,0
bitxoxo,176.0,2.0,27397260.0,5869,2.0,115.0,1
criptohub,119.0,0.2304,10033721.0,1833,1.4,90.0,1
cryptosolartech,126.0,0.05,68280620.0,12071,2.2,198.0,1
zuflo,156.0,0.36,75877778.0,12651,1.6,69.0,0
hero,405.0,0.0399,173411986.0,621,1.8,102.0,0
inspem,179.0,0.134,15576240.0,1689,2.0,194.0,0
traxia,174.0,0.055,15151515.0,4238,1.0,107.0,1
daostack,169.0,1.0,29629630.0,16114,1.7,115.0,0
contractvault,84.0,0.103,6225673.0,2666,2.0,96.0,1
even,112.0,0.1,12881600.0,7992,2.0,272.0,0
coinjanitor,176.0,0.16,7575758.0,1661,1.0,139.0,0
gastery,3.0,0.1,8019986.0,2295,1.0,87.0,0
orbs,192.0,0.1,132584270.0,9550,2.5,155.0,1
tripago,131.0,0.036,14130982.0,12510,2.0,81.0,1
intimate,169.0,0.997,16891892.0,714,1.0,80.0,1
kvantor,44.0,1.0,45866667.0,22,1.5,141.0,0
flogmall,126.0,0.23,23930614.0,3313,1.6,165.0,1
faxport,166.0,0.193,19000000.0,1030,1.0,80.0,0
bunnytoken,182.0,0.0566,8488950.0,2006,1.3,92.0,1
zper,191.0,0.0429,27632857.0,10958,1.0,54.0,1
aitheon,171.0,0.35,87423679.0,11871,2.9,125.0,0
consentium,207.0,0.25,42000000.0,13279,1.0,101.0,1
cryptaldash,157.0,0.04,31199818.0,22557,2.2,283.0,0
ysign,203.0,0.6684,6800000.0,378,2.4,197.0,0
rusgas,165.0,0.03,55184925.0,2158,1.5,101.0,0
globatalent,146.0,0.07,35000000.0,19149,1.0,166.0,1
lendingblock,215.0,0.02,10000000.0,6554,2.6,175.0,1
lunes,177.0,0.3,57519975.0,2698,4.2,203.0,0
proximax,212.0,0.0094,110431954.0,4673,2.9,199.0,0
arcona,132.0,1.0,24346154.0,14559,3.0,128.0,0
xchangerate,167.0,0.059,12078409.0,13377,1.0,163.0,1
berith,210.0,0.0237,39519862.0,3317,3.0,329.0,0
sonder,146.0,0.03,6000000.0,7738,1.4,125.0,1
unibright,187.0,0.14,13553281.0,7136,1.6,128.0,1
marginless,176.0,0.055,12171098.0,11895,2.0,91.0,0
otppay,168.0,0.037,44823333.0,747,3.6,177.0,0
virus,143.0,0.0066,25000000.0,248,1.0,262.0,1
quant,207.0,1.51,40740741.0,6375,2.4,163.0,0
kelta,186.0,3.97,39763998.0,20299,5.0,305.0,1
elementh,208.0,0.14,20000000.0,24385,2.0,95.0,0
amchart,208.0,1.0,120833333.0,1103,1.0,47.0,0
doctailor,208.0,0.146,40000000.0,21134,1.0,81.0,0
nauticus,129.0,0.0741,89031579.0,11744,2.0,127.0,0
paymon,164.0,0.015,3034761.0,6603,2.5,122.0,0
shopin,223.0,0.1,50054705.0,7478,1.2,123.0,1
hycon,197.0,0.9,60801667.0,7950,2.5,187.0,0
assetereum,197.0,0.3007,46570722.0,121,4.8,236.0,0
holo,210.0,0.0001,19389382.0,11387,1.7,143.0,1
appics,210.0,0.15,16162969.0,16099,2.5,152.0,0
biotron,233.0,0.22,80583000.0,2141,1.0,74.0,0
meetngreetme,187.0,0.274,8333333.0,2247,1.0,314.0,0
fitrova,213.0,0.006,322533878.0,334,1.0,72.0,0
pumapay,240.0,0.022,150024412.0,8108,1.5,129.0,1
fresco,223.0,0.102,125000000.0,84149,2.0,74.0,0
mossland,220.0,0.0513,12765957.0,1355,2.7,219.0,0
papyrus,85.0,0.055,16666667.0,17819,1.6,220.0,0
suchapp,152.0,0.05,40316028.0,14803,2.0,159.0,0
iolite,207.0,0.0221,12370811.0,6031,1.9,154.0,0
petro,218.0,60.0,4900000000.0,361,2.5,194.0,0
whenhub,66.0,0.25,40000000.0,17006,2.1,152.0,0
nexo,237.0,0.1,52500000.0,47958,2.8,239.0,1
odmcoin,328.0,78.8,1400000.0,11791,2.6,171.0,1
glitzkoin,152.0,0.2,40000000.0,1332,2.0,114.0,0
pikciochain,238.0,0.338,29926727.0,6097,2.0,136.0,0
ceyron,254.0,1.0,50000000.0,45,4.4,672.0,0
300cubits,430.0,1.526,29074800.0,23052,5.8,671.0,0
mavro,223.0,0.1121,1460182.0,63,1.1,79.0,1
etherty,208.0,0.2,19629630.0,479,1.0,45.0,0
sofin,132.0,0.4,9302957.0,27076,2.7,130.0,0
celsius,246.0,0.2,50000000.0,11776,1.7,144.0,1
enlte,82.0,0.016,20000000.0,22475,4.9,393.0,0
yggdrash,256.0,0.0076,40000000.0,21972,1.2,145.0,1
cashbag,208.0,0.1133,30104780.0,5713,1.0,122.0,0
signals,208.0,0.3627,18438938.0,11881,1.6,100.0,0
gamblica,54.0,0.042,9143767.0,2620,1.2,131.0,0
contractnet,249.0,0.536,2661505.0,1086,3.0,105.0,1
foxtrading,231.0,0.68,21000000.0,138,2.6,264.0,0
akaiito,192.0,0.68,30000000.0,9405,1.0,32.0,0
coinvest,232.0,0.636,29444444.0,9112,1.5,133.0,0
repux,233.0,0.2,33571429.0,3632,3.0,84.0,0
docademic,223.0,0.0177,1294118.0,218,1.4,121.0,1
zebi,238.0,0.0284,10000000.0,12087,1.5,97.0,1
amon,234.0,0.05,26652000.0,5660,1.9,147.0,0
apis,235.0,0.0029,9444444.0,16970,1.0,80.0,0
alttex,176.0,0.64,19795862.0,9579,1.7,146.0,0
verime,238.0,0.132,30166667.0,6881,1.0,71.0,1
domuscoins,208.0,1.0,10000000.0,1695,8.5,1447.0,0
birdchain,177.0,0.013,6137164.0,14727,1.1,118.0,0
kickcity,200.0,0.1,12500000.0,5080,3.0,128.0,0
betex,223.0,3.0,10233480.0,11227,4.0,89.0,1
medichain,208.0,1.0,40211543.0,5918,2.0,109.0,0
leadcoin,258.0,0.0453,50000000.0,9515,2.0,145.0,1
ipstock,208.0,0.8337,24912750.0,1325,1.3,170.0,0
sharpay,177.0,0.017,5973900.0,4517,2.8,229.0,1
joyso,247.0,0.0578,17109386.0,3978,1.3,102.0,0
equitybase,207.0,0.2165,20107855.0,12107,2.0,187.0,0
blockbank,176.0,0.6,313000000.0,866,1.0,141.0,0
blockmesh,238.0,0.043,9961289.0,13648,1.0,82.0,0
banca,271.0,0.002,20000000.0,404,1.9,127.0,1
healthureum,237.0,3.95,110000000.0,896,2.3,220.0,0
synthestech,177.0,1.5,7372600.0,3216,2.0,162.0,0
skychain,230.0,1.0,11969512.0,8581,2.0,98.0,1
bitrace,223.0,0.1,60738133.0,2918,1.5,84.0,0
gohelpfund,214.0,0.139,570700.0,989,1.0,137.0,0
vetri,252.0,0.065,24953488.0,2916,2.0,169.0,0
sharder,246.0,0.0446,5398600.0,8616,2.0,137.0,1
viewly,247.0,0.14,87000004.0,338,1.4,155.0,1
pecunio,219.0,1.5,44652007.0,13543,2.6,151.0,0
te-food,247.0,0.05,19100000.0,8604,2.1,153.0,1
shping,246.0,0.01,51010085.0,13186,1.5,112.0,0
clinicoin,176.0,0.03,26200000.0,9342,3.0,197.0,1
endor,255.0,0.27,45000000.0,33207,1.6,145.0,1
ab-chain,238.0,0.35,20833333.0,1834,1.5,40.0,0
lympo,269.0,0.021,16857899.0,11457,1.6,139.0,1
0chain,279.0,1.65,39000000.0,37437,1.3,116.0,1
hashgains,244.0,1.0,30333333.0,3664,2.2,198.0,0
credits,279.0,0.17,20000000.0,71366,2.6,253.0,1
odem,251.0,0.058,10526316.0,6159,1.6,104.0,0
devnetwork,239.0,0.1215,30000000.0,1742,4.0,274.0,0
capdax,252.0,0.0118,17912613.0,3082,2.0,92.0,1
alteum,254.0,0.75,25572147.0,2881,1.0,99.0,1
syncfab,254.0,0.12,20000000.0,8054,2.1,130.0,0
clickgem,256.0,3.78,22666667.0,11551,1.8,78.0,1
exenium,223.0,25.5095,54050000.0,1561,1.0,187.0,0
helbiz,265.0,0.1407,55000000.0,2360,1.3,99.0,0
luckbox,227.0,0.0687,20000000.0,9,1.1,100.0,0
quasa,244.0,0.304,9413400.0,1349,3.42,215.0,0
colu,280.0,0.095,49771739.0,4946,1.7,124.0,0
krypteum,238.0,112.0,100000000.0,66,2.4,296.0,0
crafty,256.0,0.006,35000000.0,14032,2.0,202.0,1
knowledge,217.0,1.0,19230769.0,3964,1.9,176.0,0
refereum,257.0,0.01,40000000.0,38512,3.5,314.0,1
etheera,174.0,0.0012,74374243.0,3575,1.0,100.0,0
flashmoni,198.0,0.13,72000000.0,7515,2.0,163.0,1
globitex,257.0,0.124,12500000.0,59,1.0,90.0,1
savedroid,260.0,0.0116,108648700.0,30628,1.8,158.0,0
dropil,262.0,0.0029,60000000.0,855,3.1,275.0,1
narrative,248.0,0.46,44689800.0,3331,2.0,167.0,0
dorado,192.0,0.1,53846154.0,7783,1.5,94.0,0
kryll,218.0,0.2,29230769.0,6687,3.8,283.0,0
dether,288.0,0.202,13463667.0,5293,1.6,118.0,1
xinfin,254.0,0.0044,65217391.0,8760,2.0,195.0,0
synapse,163.0,0.045,14893617.0,19311,3.8,175.0,0
fidelium,243.0,0.36,47619048.0,1290,1.0,144.0,0
qredit,287.0,0.116,223210.0,39477,2.1,130.0,0
cryptotask,274.0,0.803,4468450.0,1362,2.0,175.0,0
eximchain,284.0,0.33,20000000.0,1748,1.8,138.0,1
beeasy,147.0,124.0,3969129.0,4354,2.0,111.0,1
medicalchain,296.0,0.2,24000000.0,19112,1.7,112.0,1
gimmer,269.0,0.2,6042553.0,5511,1.9,153.0,0
blockport,301.0,0.35,15000000.0,22709,2.7,157.0,1
fusion,287.0,2.0775,108394802.0,2782,1.4,103.0,1
hurify,269.0,0.158,40000000.0,8384,2.1,143.0,1
bitnation,213.0,0.0021,33496375.0,8022,2.0,175.0,0
kodakone,269.0,1.0,100000000.0,4186,2.0,170.0,0
iqeon,256.0,2.15,15643070.0,3541,2.2,123.0,0
darico,117.0,1.0,35937500.0,14736,4.7,405.0,0
adamant,147.0,0.468,30746985.0,1208,3.3,401.0,0
astorgame,209.0,1.0,58947368.0,1707,1.0,23.0,0
daneel,264.0,0.28,15724444.0,2627,1.3,110.0,0
wawllet,239.0,3.0,275000000.0,1560,2.0,156.0,0
dadi,299.0,0.5,28750000.0,15622,4.7,215.0,1
aworker,54.0,0.0058,11371567.0,13009,2.3,128.0,0
huobi,269.0,1.52,300000000.0,3735,1.0,48.0,1
arbidex,269.0,1.0,16239980.0,1441,4.0,99.0,1
cargox,265.0,0.0844,6975427.0,4525,1.8,130.0,1
datawallet,262.0,0.18,40000000.0,11228,4.5,157.0,1
coinfi,279.0,0.15,15000000.0,14113,1.8,131.0,1
blitzpredict,275.0,0.0292,7290000.0,8793,1.4,104.0,1
coinstarter,280.0,0.2093,60824736.0,1074,2.8,193.0,0
coinpoker,302.0,0.2497,52712179.0,4344,2.6,281.0,1
trakinvest,262.0,0.8884,58823529.0,1489,1.0,89.0,1
devery,309.0,0.187,10000000.0,4067,1.5,134.0,1
zeepin,310.0,0.13,62580000.0,15152,2.0,122.0,1
bluzelle,295.0,0.118,19500000.0,18985,2.3,99.0,1
fluzfluz,304.0,0.1,20000000.0,2944,1.5,137.0,1
ebcoin,284.0,0.043,25046500.0,12513,2.0,59.0,0
bitcoinus,198.0,0.69,50084146.0,6123,2.0,156.0,0
blocklancer,281.0,0.091,90909121.0,8190,2.6,140.0,0
matrix,282.0,0.36,12592104.0,28924,3.2,183.0,1
digitex,282.0,0.01,7027027.0,1862,1.64,156.0,1
boosteroid,59.0,2.78,680000000.0,9530,2.0,344.0,0
trinity,283.0,0.06,20000000.0,8033,1.0,69.0,1
liveedu,287.0,0.1,10000000.0,85,2.2,112.0,1
thekey,313.0,0.0426,22000000.0,49682,1.0,107.0,1
socialx,304.0,0.1585,1996318.0,4793,1.8,130.0,1
selfkey,314.0,0.015,21780000.0,5532,2.9,283.0,1
rucoin,223.0,2.0,116899500.0,315,2.3,185.0,0
gatcoin,323.0,0.2,14500000.0,3128,1.0,105.0,1
alphacat,316.0,0.016,40166667.0,7706,2.0,164.0,0
ethorse,311.0,0.0409,4619720.0,1323,1.3,168.0,1
fortknoxster,251.0,0.1916,15000000.0,19043,2.8,257.0,1
bazista,267.0,0.078,9333333.0,1958,1.0,32.0,0
axpire,316.0,0.1,20000000.0,7794,2.0,72.0,1
elastos,305.0,18.09,94073000.0,16669,2.6,151.0,1
shipchain,322.0,0.34,30000000.0,19719,1.6,151.0,1
armpack,208.0,0.034,20000000.0,2117,1.8,61.0,0
budbo,264.0,0.35,52631579.0,2748,1.0,92.0,1
bitmart,313.0,0.13,12086700.0,21965,2.6,225.0,1
carvertical,234.0,0.0016,19911150.0,11120,1.4,139.0,1
blockarray,314.0,0.18,14441930.0,2474,2.0,110.0,1
iungo,297.0,1.15,46000000.0,8055,2.2,151.0,1
bcdiploma,281.0,0.116,1889244.0,1134,1.0,106.0,1
singularitynet,340.0,0.1,32847814.0,12814,2.0,157.0,1
coinlion,272.0,0.33,17948718.0,514,2.8,128.0,0
nebulas,343.0,2.0,60000000.0,10445,3.0,160.0,1
bread,335.0,0.8055,20021300.0,31841,1.0,133.0,1
kairos,84.0,0.2,30348837.0,2572,2.5,173.0,0
envion,314.0,1.0,142874671.0,16975,1.9,120.0,0
okoin,315.0,9.2,80000000.0,875,2.0,90.0,1
adbank,314.0,0.045,15000000.0,695,2.4,199.0,1
gifto,345.0,0.1,10000000.0,38116,1.8,102.0,1
fintab,298.0,0.4,201272.0,72,3.2,1351.0,0
caviar,298.0,0.1,24517269.0,2011,1.0,108.0,0
props,338.0,0.13,25000000.0,5051,1.7,103.0,1
amlt,299.0,0.39,19042042.0,3707,2.9,114.0,1
loyalcoin,287.0,0.0115,40226964.0,7102,3.6,675.0,1
algory,321.0,0.86,90936000.0,1007,1.9,187.0,0
eristica,290.0,0.02,10122932.0,2958,1.1,132.0,0
rentberry,269.0,0.347,29891304.0,2658,1.6,141.0,1
sophiatx,342.0,0.457,81111111.0,5330,2.1,306.0,0
tokia,254.0,1.0,50000000.0,6323,3.9,379.0,1
oracles,328.0,0.0724,12641032.0,3345,2.3,311.0,1
africunia,177.0,0.1,50000000.0,12236,2.1,200.0,0
bitdegree,330.0,0.075,22500000.0,2394,4.42,239.0,1
aditus,340.0,0.05,10923374.0,9563,1.6,121.0,1
nitro,333.0,0.967,54045860.0,10960,3.0,128.0,0
smartmesh,331.0,0.017,16853933.0,1081,2.0,100.0,1
commerceblock,340.0,0.0624,25201343.0,1722,1.0,109.0,0
latium,331.0,0.368,51578800.0,1219,8.2,549.0,1
coinloan,283.0,2.0,53333333.0,48178,5.0,150.0,0
storiqa,299.0,0.003,25000000.0,84765,1.6,140.0,1
beeqb,330.0,1.0,44000000.0,906,2.0,479.0,0
hoqu,271.0,0.168,15000000.0,455,1.4,112.0,1
aion,335.0,1.0,27000000.0,64581,3.1,223.0,1
canya,333.0,0.77,23156681.0,2893,1.1,71.0,0
sportyco,351.0,0.12,15899675.0,9395,1.6,125.0,0
crowdwiz,297.0,1.0,20095519.0,2086,1.0,116.0,0
cybermiles,338.0,0.103,30881582.0,43465,1.6,121.0,1
swissborg,318.0,0.1,50000000.0,3894,2.1,115.0,1
spectre,349.0,0.13,30158400.0,1442,3.0,304.0,1
clearcoin,238.0,0.01,10116279.0,15665,2.0,141.0,0
blockstack,358.0,0.25,52000000.0,1075,2.3,157.0,1
aphelion,352.0,0.2,7000000.0,12065,1.4,107.0,1
leverj,352.0,0.15,50188769.0,3073,4.3,327.0,0
connectius,339.0,1.4,31951256.0,893,1.0,103.0,0
vezt,356.0,0.5,15320067.0,4970,1.6,164.0,0
viso,146.0,0.1,50000000.0,6707,1.0,171.0,0
locktrip,359.0,0.55,9756098.0,41041,2.7,161.0,0
lamden,325.0,0.025,10000000.0,459,1.2,84.0,1
datum,360.0,0.017,29158154.0,14528,4.5,147.0,0
smartlands,369.0,0.5,25052829.0,2513,1.8,114.0,0
mywish,364.0,0.2323,2696970.0,3596,3.0,128.0,1
flixxo,365.0,0.1176,12130823.0,4037,1.1,128.0,0
uptoken,344.0,0.1,99652742.0,64,1.0,121.0,0
paypie,404.0,0.3677,26000000.0,3937,3.1,309.0,1
quantstamp,343.0,0.072,31320000.0,18692,2.0,130.0,1
streamr,394.0,0.0551,27000000.0,2726,9.3,177.0,1
eidoo,404.0,2.3,28000000.0,3103,1.5,122.0,1
clearpoll,394.0,0.1285,1032926.0,118053,1.0,6.0,1
dragonchain,387.0,0.066,15747126.0,76179,2.5,190.0,1
soma,375.0,0.7437,37388500.0,12655,1.4,139.0,0
biocoin,279.0,0.042,16000000.0,294,2.4,210.0,1
ethlend,359.0,0.0176,17860000.0,16049,2.0,178.0,1
cryptopay,390.0,0.3068,64815071.0,692,3.0,128.0,0
sandcoin,402.0,1.35,4035562.0,789,1.0,78.0,0
gimli,400.0,4.7627,5922259.0,654,1.0,94.0,0
electroneum,400.0,0.01,39934610.0,12726,5.79,383.0,1
cobinhood,398.0,0.0735,25150781.0,12118,3.0,237.0,1
anryze,408.0,0.02,6065859.0,950,2.0,113.0,0
atlant,388.0,0.5731,66635300.0,4267,2.6,166.0,0
maecenas,412.0,0.6448,18982015.0,1939,1.6,110.0,1
viberate,445.0,0.1,12000000.0,4687,1.7,97.0,1
aventus,444.0,3.6603,18888889.0,15276,1.0,76.0,1
alis,419.0,0.152,37050000.0,15644,1.0,86.0,0
aigang,344.0,0.31,30206571.0,2130,1.0,96.0,0
modum,428.0,1.0,16481481.0,14914,2.0,112.0,1
monetha,450.0,0.19,35910000.0,4418,1.7,118.0,1
easymine,394.0,0.2364,2564103.0,6095,3.2,136.0,0
revain,446.0,0.05,12513346.0,6900,1.2,109.0,1
authoreon,328.0,0.348,37500000.0,773,2.0,81.0,0
authorship,436.0,0.042,6944444.0,110,2.0,134.0,0
substratum,436.0,0.0744,44516129.0,2587,1.6,96.0,0
filecoin,440.0,0.75,25700000.0,24158,2.5,196.0,1
neo,441.0,0.032,5101010.0,316898,2.7,125.0,1
indorse,442.0,0.3067,14915148.0,39,1.4,132.0,1
neblio,461.0,0.2032,211927471.0,40356,2.7,172.0,0
ignis,406.0,1.05,21739130.0,26633,1.0,112.0,1
digipulse,389.0,1.2146,5465332.0,10,2.0,346.0,0
loopring,465.0,0.06,45000000.0,5022,2.8,125.0,1
stox,477.0,1.103,33000000.0,14451,5.0,302.0,1
propy,435.0,1.0,100513333.0,11052,1.9,172.0,0
everex,450.0,2.13,26101010.0,4346,1.5,131.0,1
district0x,480.0,0.0168,9000000.0,60348,2.2,141.0,1
agrello,464.0,0.56,43000000.0,4504,1.2,85.0,1
obsidian,455.0,0.1519,8701844.0,592,1.0,117.0,0
blockcat,467.0,0.9962,6284400.0,7670,1.0,120.0,1
pillar,495.0,0.097,50000000.0,641,2.0,109.0,0
blocktix,487.0,0.24,7506804.0,17644,1.0,65.0,1
mothership,491.0,0.0373,7724139.0,4037,1.5,125.0,1
santiment,507.0,0.266,12215250.0,9787,2.7,176.0,1
adex,512.0,0.2399,10000000.0,4575,1.8,97.0,1
neverdie,449.0,0.25,10000000.0,49,3.0,290.0,1
dimcoin,454.0,0.01,14005746.0,2818,1.1,63.0,1
nimiq,504.0,1.4038,10000000.0,61,3.3,191.0,1
eos,516.0,0.99,4197956135.0,72107,2.5,140.0,1
omisego,489.0,0.2283,25000000.0,287940,3.1,156.0,1
primalbase,514.0,7554.6,7600000.0,340,2.0,141.0,1
tenx,518.0,0.8701,80000000.0,140941,1.7,142.0,1
skincoin,491.0,0.0361,9976312.0,642,1.0,29.0,0
civic,520.0,0.1,33000000.0,8348,2.3,179.0,1
wagerr,517.0,0.055,10000000.0,7710,1.4,113.0,1
patientory,539.0,0.104,10285714.0,19012,1.9,186.0,1
polybius,512.0,10.0,99930427.0,2978,1.9,175.0,1
zengold,533.0,0.03,3030095.0,507,1.0,55.0,1
storj,548.0,0.5,30000000.0,83727,2.0,147.0,1
tokencard,571.0,0.537,12782000.0,18583,1.1,89.0,1
exscudo,542.0,0.4384,5389491.0,8644,3.3,236.0,1
mobilego,548.0,0.76,53000000.0,2950,1.1,115.0,1
gnosis,579.0,29.85,12500000.0,71728,2.0,208.0,1
ecobit,527.0,0.03,9956522.0,268,3.0,207.0,0
qtum,617.0,0.3,15000000.0,174410,1.6,121.0,1
edgeless,613.0,0.0427,6973684.0,38519,3.5,376.0,0
melonport,646.0,5.8275,4328358.0,16187,1.4,109.0,1
etheroll,635.0,0.069,36349723.0,2155,1.3,125.0,1
augmentors,634.0,0.0793,10695258.0,5012,1.0,78.0,1
golem,741.0,0.0101,8000000.0,146623,1.7,139.0,1
iconomi,786.0,0.105,11764706.0,49262,2.2,198.0,1
augur,1150.0,0.6,6250000.0,121344,1.8,118.0,1
bezant,197.0,0.1,39855072.0,18398,1.7,133.0,1
hold,177.0,0.023,11300000.0,15777,1.0,134.0,1
funfair,519.0,0.007,20000000.0,3369,1.8,148.0,1
lemochain,193.0,0.0732,7127273.0,12393,2.0,158.0,1
fundrequest,358.0,0.48,14964247.0,8672,1.6,126.0,1
spiking,116.0,0.01,32608696.0,34400,1.4,161.0,1
buzzshow,234.0,0.25,20000000.0,5519,4.3,586.0,1
genesis,147.0,1.16,23200000.0,4254,2.0,127.0,0
angenium,55.0,1.0,106750000.0,990,1.0,128.0,0
bloom,327.0,0.7,81217069.0,345,1.7,159.0,1
moonx,10.0,0.0823,29032258.0,36600,1.4,152.0,1
bitcar,218.0,0.1,21976190.0,2129,2.0,134.0,0
babb,263.0,0.0012,20000000.0,2851,1.4,131.0,1
boosto,5.0,0.0147,3683292.0,11288,1.4,125.0,0
talenthon,132.0,1.0,30000000.0,184,1.0,86.0,1
webloc,3.0,0.0009,17999992.0,19723,2.3,157.0,0
populstay,21.0,0.01,4750000.0,6441,1.0,75.0,1
shard,215.0,0.6113,5398600.0,243,1.8,110.0,1
levelnet,162.0,0.01,12000000.0,6555,1.0,96.0,0
smartgold,213.0,20.0,14248607.0,520,1.0,105.0,0
transcodium,208.0,0.376,29669011.0,5940,2.3,95.0,0
bzx,78.0,0.073,36338086.0,7306,1.2,126.0,0
sparkster,138.0,0.15,30000000.0,12373,2.6,166.0,1
current,224.0,0.24,36000000.0,60918,1.2,104.0,1
rate3,187.0,0.0438,17500000.0,25220,1.5,108.0,1
